title,date,president,url,question_order,interview_question,interview_answer,gpt3.5_summary,gpt3.5_prediction,question,annotator_id,annotator1,annotator2,annotator3,inaudible,multiple_questions,affirmative_questions,index,clarity_label,evasion_label
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-667,0,"
Q. Possible amnesty for insurgents.","
The President. Yes—I talked to the Prime Minister about—his question is, possible amnesty. The Prime Minister, I think, would say ""reconciliation."" This is an issue that is on the minds of a lot of the folks there in Iraq. In other words, they're trying to figure out how to reconcile an ugly past with a hopeful future. And part of that is reconciliation. I'm not exactly sure how you would—what you mean by—if somebody has committed a crime, I don't know whether or not they'll be that lenient, frankly.
But I do recognize that—I mean, they recognize that, for example, Ba'ath Party membership in order to secure a job or to be able to get an advanced degree should be a part—shouldn't be held against a person. And I think they're willing to balance the difference between terror and—""expediency"" isn't the right word, but terror and membership of a party to advance one's life. And I was impressed. I was impressed by their—the sophisticated nature of that discussion and their recognition that it's really important to do the best they can to reconcile the past.
One of the things I was looking for was—first of all, I'm convinced this Government will succeed. And one of the reasons I am is because there is a sense of hopefulness. If you're a person stuck in the past, you tend to be bitter and look for ways to seek revenge. I didn't sense that. I did have a strong sense that they're really happy to get rid of Saddam Hussein, to a person. They believe he wrecked their country in more ways than one. It was clear he wrecked their infrastructure. And it is clear that he wrecked a lot of lives. But I didn't have that great sense of people being so bound up in bitterness that they weren't willing to think positively about the future. And I think that's important. I really do.
Gregory [David Gregory, NBC News], fine-looking scarf—not scarf, what do you call that thing?
Progress in Iraq ",,,Possible amnesty for insurgents.,,,,,,,,120,,
,,,https://www.presidency.ucsb.edu/documents/excerpts-from-the-press-conference-1,0,"
Q. Was that what you read in the paper, that you were going to support him against Mayor LaGuardia?
THE ",PRESIDENT: No. One paper was right and one was wrong. I only read it in two papers. ,,,"Was that what you read in the paper, that you were going to support him against Mayor LaGuardia?",,,,,,,,121,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-toronto-canada,0,"
Q. If I could ask briefly about the economic summit— [laughter] —the communique—","
The President. I was all set for that, too. ",,,If I could ask briefly about the economic summit—the communique—,,,,,,,,122,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-862,0,"
Q. Mr. President, that is background?","
THE PRESIDENT. All background.
 ",,,"Mr. President, that is background?",,,,,,,,123,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-216,0,"
Q. Mr. Scherer: I mean, what I mean more specifically, how do you think the transition is going?","
THE PRESIDENT. Oh! The transition. ",,,How do you think the transition is going?,,,,,,,,124,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-216,0,"
Q. Raymond P. Brandt, St. Louis Post-Dispatch: Can you tell us, sir, what you think is the greatest problem confronting your successor?","
THE PRESIDENT. Well, I think that is answered almost by the fact that the thing that causes all our problems is the intransigent, unreasonable attitude of the Communist bloc and therefore his basic problem and as a matter of fact not just the President's, everybody else's, is what do to keep ourselves strong and firm and yet conciliatory in trying to meet this--this terrible problem that is none of our making. ",,,"Can you tell us, sir, what you think is the greatest problem confronting your successor?",,,,,,,,125,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-126,0,"
Q. Well then, let me put it this way: Do you think the debates have helped keep up the level of the campaign?","
THE PRESIDENT. I think the debates have been very wholesome. I think they've been constructive. I was the one that initiated the challenge. I believe that they ought to be an institution in future Presidential campaigns. I really believe that, and for that reason I didn't think that sentence in that prepared text, which I deleted, reflected my own views.
INVESTIGATION OF THE  PRESIDENT'S FINANCIAL RECORDS
[21.]  ",,,Do you think the debates have helped keep up the level of the campaign?,,,,,,,,126,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-toronto-canada,0,"
Q. Is the course of it by national arrangements rather than multinational, do you think?","
The President. Oh, well, you're talking about the summit and our—on, welt, listen, we were all in agreement here. And I think we've discussed this today, and we thought of a number of things. And we're going to be working on this and putting a team together that will represent more than us. We're going to do such things, and we're agreed. And we're going to do such things as tracking money, and interfering with the laundering of illegal drug money and so forth. So, we are united on this; there's no question about that.
Well, wait a minute—for all the hands. Helen's in charge, and she tells me I've used up all my time. I can't do it. So, I'm sorry. I'm always sorry I have to leave hands that—
Situation in Haiti ",,,"Is the course of it by national arrangements rather than multinational, do you think?",,,,,,,,127,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-last-news-conference,0,"
Q. Could you give us a little preview of how the steal would occur?","
THE PRESIDENT. No, no. I will have to cover that in the statement. I have said all I can say on the subject now. ",,,Could you give us a little preview of how the steal would occur?,,,,,,,,128,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-the-aftermath-hurricane-andrew,0,"
Q. Weren't troops ready to move sooner than that at Bragg, though, and elsewhere?","
The President. I've already said when we were asked to move, we moved these massive numbers of forces. ",,,"Weren't troops ready to move sooner than that at Bragg, though, and elsewhere?",,,,,,,,129,,
,,,https://www.presidency.ucsb.edu/documents/excerpts-from-the-press-conference-1,0,"
Q. Mr. President, did the St. Lawrence come up in your discussions?
THE ","PRESIDENT: No, no. ",,,Did the St. Lawrence come up in your discussions?,,,,,,,,130,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-last-news-conference,0,"
Q. You have described it in the past as a billion dollar steal, I think","
THE PRESIDENT. You left off two zeros. It's a hundred billion dollars. ",,,"You have described it in the past as a billion dollar steal, I think?",,,,,,,,131,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-toronto-canada,0,"
Q. Mr. President, have you given up on doing anything forceful about the continuing chaos in Panama and Nicaragua and now, once again, in Haiti since you have not used up all of your options, including the option of military force? And is there any prospect at all in the rest of your administration for resuming military assistance to the resistance fighters?","
The President. Well, Jerry, on the first thing of Panama, I have to say to you that there are many things I can't comment, that we still have some of our economic measures in place. We still feel, as we always did, that a military dictatorship in Panama under General Noriega is not what we want to see continue, but I can't speculate or even hint at what might be options that are being considered or anything of that kind because I just don't think it would be suitable and I don't think it would be helpful. But we have not changed our minds about the fact that Panama should return to a civilian democracy.
Michael S. Dukakis ",,,"Have you given up on doing anything forceful about the continuing chaos in Panama and Nicaragua and now, once again, in Haiti since you have not used up all of your options, including the option of military force?",,,,,,,,132,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-toronto-canada,1,"
Q. Mr. President, have you given up on doing anything forceful about the continuing chaos in Panama and Nicaragua and now, once again, in Haiti since you have not used up all of your options, including the option of military force? And is there any prospect at all in the rest of your administration for resuming military assistance to the resistance fighters?","
The President. Well, Jerry, on the first thing of Panama, I have to say to you that there are many things I can't comment, that we still have some of our economic measures in place. We still feel, as we always did, that a military dictatorship in Panama under General Noriega is not what we want to see continue, but I can't speculate or even hint at what might be options that are being considered or anything of that kind because I just don't think it would be suitable and I don't think it would be helpful. But we have not changed our minds about the fact that Panama should return to a civilian democracy.
Michael S. Dukakis ",,,Is there any prospect at all in the rest of your administration for resuming military assistance to the resistance fighters?,,,,,,,,133,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-970,0,"
Q. Mr. President, a number of prominent Democrats, Senator Byrd and Mayor Koch of New York among them, have suggested that you might release your convention delegates to vote their preference on the first Presidential ballot. Are there any circumstances under which you would do this, and do you fear that doing so might hurt your chances of getting the nomination?","
THE PRESIDENT. I have no plans to do this. I ran in all the primaries, all the caucuses. In that intense political competition, I won about 60 percent of the commitments of the delegates in accordance with the decisions that were made by the 19 million Democrats who participated actively in the primaries and the caucuses. These are not my delegates; they are the Democratic voters' delegates.
This so-called open convention, which is a phrase that's been used by Senator Kennedy and others and picked up broadly by the press, is a gross misnomer. What they actually are calling for is a brokered convention, to induce those delegates to violate their signed pledge or oath that they would go to the convention and vote in accordance with the way the voters cast their ballots back home.
There is a requirement throughout this entire electoral process, a decision made by the Democratic National Committee, unanimously, 18 months before the first caucuses, which were in Iowa, that this is the way the rule would be imposed. All the candidates agreed to it and understood it. And also, there was a requirement that in the States there be a line for uncommitted delegates, who did not want to express their preference. Some uncommitted delegates were chosen. That line was put there to give them that option.
What Senator Kennedy and others are now asking for is for those candidates who are elected by the people who wanted me to be the nominee violate their oath and that all the delegates in effect be uncommitted. This puts back 10 years of progress that the Democratic Party has made to democratize a process and to remove control of the convention from the powerbrokers and put it in the hands of people who go to the polls and vote on primary day or go to the caucuses and select delegates. That's the issue at stake. It's a very simple, clear issue.
My position is that the convention ought not to be a brokered convention, but that the delegates should vote the way the voters back home told them to vote. Others who have lost in the primaries now want to change the rules, after the primaries and caucuses are all over, to go back to the old brokered-type convention.
BILLY CARTER ",,,Are there any circumstances under which you would release your convention delegates to vote their preference on the first Presidential ballot?,,,,,,,,134,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-970,1,"
Q. Mr. President, a number of prominent Democrats, Senator Byrd and Mayor Koch of New York among them, have suggested that you might release your convention delegates to vote their preference on the first Presidential ballot. Are there any circumstances under which you would do this, and do you fear that doing so might hurt your chances of getting the nomination?","
THE PRESIDENT. I have no plans to do this. I ran in all the primaries, all the caucuses. In that intense political competition, I won about 60 percent of the commitments of the delegates in accordance with the decisions that were made by the 19 million Democrats who participated actively in the primaries and the caucuses. These are not my delegates; they are the Democratic voters' delegates.
This so-called open convention, which is a phrase that's been used by Senator Kennedy and others and picked up broadly by the press, is a gross misnomer. What they actually are calling for is a brokered convention, to induce those delegates to violate their signed pledge or oath that they would go to the convention and vote in accordance with the way the voters cast their ballots back home.
There is a requirement throughout this entire electoral process, a decision made by the Democratic National Committee, unanimously, 18 months before the first caucuses, which were in Iowa, that this is the way the rule would be imposed. All the candidates agreed to it and understood it. And also, there was a requirement that in the States there be a line for uncommitted delegates, who did not want to express their preference. Some uncommitted delegates were chosen. That line was put there to give them that option.
What Senator Kennedy and others are now asking for is for those candidates who are elected by the people who wanted me to be the nominee violate their oath and that all the delegates in effect be uncommitted. This puts back 10 years of progress that the Democratic Party has made to democratize a process and to remove control of the convention from the powerbrokers and put it in the hands of people who go to the polls and vote on primary day or go to the caucuses and select delegates. That's the issue at stake. It's a very simple, clear issue.
My position is that the convention ought not to be a brokered convention, but that the delegates should vote the way the voters back home told them to vote. Others who have lost in the primaries now want to change the rules, after the primaries and caucuses are all over, to go back to the old brokered-type convention.
BILLY CARTER ",,,Do you fear that doing so might hurt your chances of getting the nomination?,,,,,,,,135,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-juan-manuel-santos-calderon-colombia-0,0,"
Q. Does he have another one?
[President Santos spoke briefly in English as follows.]","
President Santos. I answered his question about the commitment.
[President Santos continued in Spanish, and his remarks were translated by an interpreter as follows.] 
President Santos. The commitment on President Trump's side and his administration was shown through the approval of the budget that, for Colombia, means an increase in the support to fund the postconflict era. Last night we received from a very important organization, The Atlantic Council, a report, which includes both parties presided by a Republican Senator and a Democrat Senator with a roadmap recommending the governments of the United States and Colombia to follow.
This morning we established this entrepreneurial council, United States-Colombia, so that the private sector can also have a voice in that roadmap. This means we are working together on every front that can be convenient for both countries. But we'll continue to work together. We have ratified that commitment today during our conversation.
And as I said before, we have the best of relations with the United States. We are strategic allies in the region, and we will continue to be so.
Mexico-U.S. Border Security 
Mr. Karl. Thank you, Mr. President. President Santos, to you, you heard President Trump say that critical to stopping the flow of drugs into the United States will be the wall that he wants to build on the Mexican border. Do you agree with him? Would that wall be a step, a positive step and a step towards reducing the flow of drugs across the border?
[President Santos spoke in English as follows.] 
President Santos. I believe that the best way to fight the drug trafficking is by collaborating. This is not a problem of Colombia only or a problem of the United States only, it's a world problem. And we have to all work together. We declared the war on drugs 40 years ago. The world declared the war on drugs. And it's a war that has not been won. So we must be more effective and more efficient.
Now, we are doing a very big effort, because of the peace process, to have a new strategy: carrot and stick. Stick, by forced eradication. We have already eradicated, this year only, 15,000 hectares, which is the whole volume that we eradicated last year. And we're starting to eradicate—to substitute voluntarily, through a program where the peasants—and we have 80,000 families already in the program—that they are going to substitute for legal crops. And this is the first time that this could be done because of the peace. Before, the conflict did not allow us to build roads and to give these peasants an alternative. Now we have. So we have to take advantage of this opportunity and continue reducing the production of coca.
In the meantime, we will work together, the U.S. and Colombia, with other countries—Central America—to fight the other links of the chain, the intermediaries. We have destroyed 22,000 laboratories in the Colombian jungles, seizing the cocaine in the transit. We have seized record amount of tons last year, and this year, we're doing even better than last year.
So by working together, we can be much more effective, and that is the commitment we just made or ratified this afternoon. 
President Trump. And that was a long and very diplomatic answer to your question. [Laughter] I will say it a little bit shorter: Walls work. Just ask Israel. They work. Believe me, they work. And we have no choice.
Peter Baker [New York Times]. Yes.
Former National Security Adviser Michael T. Flynn  ",,,Does he have another one?,,,,,,,,136,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-667,0,"
Q. Is the tide turning in Iraq?","
The President. I think—tide turning— see, as I remember—I was raised in the desert, but tides kind of—it's easy to see a tide turn—did I say those words? ",,,Is the tide turning in Iraq?,,,,,,,,137,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-prime-minister-saad-al-hariri-lebanon,0,Q. I have one question for the President and also for Prime Minister. Congress introduced additional sanctions against Hizballah last week. What is your position towards these sanctions and on the role of Hizballah is playing in the region and Syria?,"
President Trump. I'll be making my position very clear over the next 24 hours. We're going to see what is exactly taking place. I have meetings with some of my very expert military representatives and others, so I'll be making that decision very shortly. Okay? Thank you. ",,,What is your position towards the additional sanctions against Hizballah introduced by Congress last week?,,,,,,,,138,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-prime-minister-saad-al-hariri-lebanon,1,Q. I have one question for the President and also for Prime Minister. Congress introduced additional sanctions against Hizballah last week. What is your position towards these sanctions and on the role of Hizballah is playing in the region and Syria?,"
President Trump. I'll be making my position very clear over the next 24 hours. We're going to see what is exactly taking place. I have meetings with some of my very expert military representatives and others, so I'll be making that decision very shortly. Okay? Thank you. ",,,What is your position on the role of Hizballah in the region and in Syria?,,,,,,,,139,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-last-news-conference,0,"
Q. Do you think there will be a division--","
THE PRESIDENT. The Democrats have always been the progressive party and the Republicans have always been the conservative party. There won't be any change. ",,,Do you think there will be a division--,,,,,,,,140,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-prime-minister-brian-mulroney-canada-camp-david,0,"
Q. But do you resent the fact that he insulted your Haiti policy during the campaign, and now he's adopted it?","
The President. No, I don't resent anything. It's a funny thing. I'm in a mood where I don't have any resentment in my heart. [Laughter] It's not ever been thus, I can tell you guys. [Laughter]
Transition ",,,Do you resent the fact that he insulted your Haiti policy during the campaign?,,,,,,,,141,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-prime-minister-brian-mulroney-canada-camp-david,1,"
Q. But do you resent the fact that he insulted your Haiti policy during the campaign, and now he's adopted it?","
The President. No, I don't resent anything. It's a funny thing. I'm in a mood where I don't have any resentment in my heart. [Laughter] It's not ever been thus, I can tell you guys. [Laughter]
Transition ",,,Do you resent the fact that he has now adopted it?,,,,,,,,142,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-rancho-mirage-california,0,Q. Would you consider a recess appointment if your nominee is not granted a hearing?,"
The President. I think that we have more than enough time to go through regular order, regular processes. I intend to nominate somebody, to present them to the American people, to present them to the Senate. I expect them to hold hearings. I expect there to be a vote. ",,,Would you consider a recess appointment if your nominee is not granted a hearing?,,,,,,,,143,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-last-news-conference,0,"
Q. Will Mrs. Truman be with you all this time?","
THE PRESIDENT. Yes. And Margaret too.
[16.]  ",,,Will Mrs. Truman be with you all this time?,,,,,,,,144,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-the-aftermath-hurricane-andrew,0,"
Q. Mr. President, is the magnitude of this disaster going to require additional Federal funds?","
The President. Well, if it does, we will have to acquire additional Federal funds. I have not had an estimate on that yet. 
President's Schedule ",,,Is the magnitude of this disaster going to require additional Federal funds?,,,,,,,,145,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-216,0,"
Q. Frank van der Linden, Nashville Banner: Sir, the House of Representatives will vote soon on a proposal by Speaker Rayburn to add two Democrats and one Republican to the Rules Committee for the announced purpose of clearing the way for some of these welfare and spending bills that you vetoed in the past. Would you advise the Republicans in the House to vote solidly against this proposal which has been called the packing plan?","
THE PRESIDENT. Well, I think one thing that is scarcely proper for me to comment on is how the two bodies of Congress rule themselves. This, for the reason that I believe the Constitution says that they have established their own methods of operation and I don't think the President has any real right to interfere. ",,,Would you advise the Republicans in the House to vote solidly against this proposal which has been called the packing plan?,,,,,,,,146,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-the-aftermath-hurricane-andrew,0,"
Q. Was there a political consideration in not going to Kennebunkport, sir?","
The President. No political consideration. I'd very much would like to be there and regret not going. But I've got my responsibilities here, and I think I can do that from here. Then I'm going to be at Camp David. We've got excellent communications; it's almost like being in your office here. But I'll just do what I've got to do. ",,,"Was there a political consideration in not going to Kennebunkport, sir?",,,,,,,,147,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-the-aftermath-hurricane-andrew,0,"
Q. Weren't you ready to send troops in there sooner?","
The President. -- -- very, very hard to coordinate. He's got a very difficult job down there. ",,,Weren't you ready to send troops in there sooner?,,,,,,,,148,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-965,0,"
Q. Mr. President, Mr. Gorbachev yesterday announced a major cutback in the Soviet troop strength and talked generally about nations relying less on military might. Do you think that Mr. Gorbachev is trying to remake the Soviet Union into a less threatening country?","
The President. Yes, I do. And I think he recognizes that their massive buildup has been responsible for the great economic crisis that he faces there in the Soviet Union. And, yes, he has proposed this, but even so, there still will be room for some negotiations on arms because this still leaves them with superiority in the amount of conventional weapons that they have. ",,,Do you think that Mr. Gorbachev is trying to remake the Soviet Union into a less threatening country?,,,,,,,,149,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-last-news-conference,0,Q. In your Economic Message you took no notice of the division within your Council of Economic Advisers.,"
THE PRESIDENT. It wasn't necessary, Pete. ",,,In your Economic Message you took no notice of the division within your Council of Economic Advisers?,,,,,,,,150,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-865,0,"
Q. You are not planning any special program from here on in?","
THE PRESIDENT. No, a straight away run. One reason I wanted to stop at Boulder was to get all the contractors together with our own people. That thing is moving at a rate which affects the budget. We do not want to spend any more than we have to, but the Government does not begin to draw interest on that until it begins to deliver power, and we have a cumulative interest problem to consider. ",,,You are not planning any special program from here on in?,,,,,,,,151,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-the-national-press-club,0,"Q. Concerning student unrest, what advice can you give in encouraging constructive protests within the system and opposing the violent campus destructive protests?","
THE PRESIDENT. I can't give much. I am not as close to it as I want to be. I don't think that I understand the students, or I don't think that my generation understands the students as we should. I have had some very new experiences opened to me, new situations that I have faced.
I don't have the answers for them. Most of the young people whom I have dealt with, and we have two young daughters and their friends--a good many of the young people have come our way socially and officially. I have been on many campuses. I have always felt that I had a good understanding and rapport with the students but I think I will be better able to enlighten you and give you a better answer to that question a year from now.
It is a problem that is not just for us. It is a problem for the world. I was reading a report the other day, and I believe the summary showed that in some 25 or 30 countries the students had taken over the schools and also have taken over government buildings and things of that nature.
So, obviously, we don't understand. And we have not concerned ourselves enough with the problems or with the answers.
OUTSTANDING MOMENTS AS  PRESIDENT
[9.]  ",,,What advice can you give in encouraging constructive protests within the system concerning student unrest?,,,,,,,,152,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-the-national-press-club,1,"Q. Concerning student unrest, what advice can you give in encouraging constructive protests within the system and opposing the violent campus destructive protests?","
THE PRESIDENT. I can't give much. I am not as close to it as I want to be. I don't think that I understand the students, or I don't think that my generation understands the students as we should. I have had some very new experiences opened to me, new situations that I have faced.
I don't have the answers for them. Most of the young people whom I have dealt with, and we have two young daughters and their friends--a good many of the young people have come our way socially and officially. I have been on many campuses. I have always felt that I had a good understanding and rapport with the students but I think I will be better able to enlighten you and give you a better answer to that question a year from now.
It is a problem that is not just for us. It is a problem for the world. I was reading a report the other day, and I believe the summary showed that in some 25 or 30 countries the students had taken over the schools and also have taken over government buildings and things of that nature.
So, obviously, we don't understand. And we have not concerned ourselves enough with the problems or with the answers.
OUTSTANDING MOMENTS AS  PRESIDENT
[9.]  ",,,"What advice can you give in opposing the violent, campus destructive protests concerning student unrest?",,,,,,,,153,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-the-national-press-club,0,"Q. Mr. President, quite a number of the questions which have come up to me have concerned that grand little boy, your grandson, Lyn.18 One asks, is it true that Lyn is being left behind to help in the transition?","
THE PRESIDENT. No. The fact of the matter is that I urged Luci, who is always receptive to her father's suggestions, to let Lyn accompany us to our last State of the Union. I thought it would be an experience that I would like for him to have--at age 19 months. He might not remember it, but I would.
18Patrick Lyndon Nugent, son of AIC. Patrick J. Nugent and Luci Johnson Nugent.
Mrs. Johnson violently objected, just as she objected--as you see from the truth that the photographers revealed--when Lyn volunteered to be an astronaut the other day and when he protested that the Air Force, to which his daddy belongs, to being called up last. But Mrs. Johnson's picture gave you her opinion of children in public places and so forth.
But, anyway, Luci and I outvoted her and Lyn went to the State of the Union. A little later that evening I heard a television commentator say that Mrs. Johnson was in tears. I said: ""Well now you are the architect of this decision. And this is just a part of the Lady Bird plan of beautification. You are moving me out of town. Why would you be crying about it?"" She said: ""I wasn't crying. I was just laughing with fear."" I said: ""How do you laugh with fear?"" She said, ""Well, you could understand if you had been there in that balcony with me, with Lyn wildly throwing a glass bottle of milk around through his hands, with my fear that it was going to slip and hit H. R. Gross19 right on the top of the head.""
19Representative H. R. Gross of Iowa.
I guess she felt by that--I don't think that she was favoring re-election of the Republicans, but she felt that every Congress ought to have one H. R. Gross. I don't know. I guess she wanted to preserve him.
In any event, you know, Pat, Lyn's father, lives in Waukegan, Illinois. And they had a friendship with the Dirksens20 before they did with the Johnsons. It seems that Waukegan is a Republican territory. Senator Dirksen was at Luci and Pat's wedding and they are very close. So he insisted that we come to the Hill for the State of the Union and come back to the Senate yesterday. And who am I to turn down Senator Dirksen, even when I am leaving town? So when the leadership asks me to go, I go, and he said, ""Bring Lyn.""
20 Senate Minority Leader Everett McKinley Dirksen of Illinois and Mrs. Dirksen.
I took Lyn. Lyn didn't understand everything, but he does like Senator Dirksen like his father does and his grandfather. Senator Dirksen kept calling for Lyn and he was in the back of the room playing with the telephone. And when he finally got Lyn up there, Lyn was somewhat irritated by having been taken away from his telephone and he reached over and got Senator Dirksen's glasses. That is a very inconsiderate thing. It was displeasing to Mrs. Johnson. It made the photographers all happy. And in any event Lyn is not with us today. For that reason he has been confined to quarters by his grandmother. But that does not mean that he is going to be confined to the White House after we leave. He is going with us Monday. ",,,Is it true that Lyn is being left behind to help in the transition?,,,,,,,,154,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-boris-yeltsin-russia-moscow,0,"
Q. Can it be implemented? Doesn't the United States have to come up with more money to actually have the missiles at the silos?","
President Bush. The treaty and the protocols speak for themselves. But clearly, I think the new administration will be as interested as we have been in helping Russia in every way we possibly can. I expect that it'll get to that subject as well as it will to ag credits and a lot of other things. So I think that the treaty will be ratified, and I think it will be implemented. And to the degree the United States can be of assistance when times are tough for Russia, that will demonstrate our interest in this partnership when we help.
 ",,,Can it be implemented?,,,,,,,,155,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-boris-yeltsin-russia-moscow,1,"
Q. Can it be implemented? Doesn't the United States have to come up with more money to actually have the missiles at the silos?","
President Bush. The treaty and the protocols speak for themselves. But clearly, I think the new administration will be as interested as we have been in helping Russia in every way we possibly can. I expect that it'll get to that subject as well as it will to ag credits and a lot of other things. So I think that the treaty will be ratified, and I think it will be implemented. And to the degree the United States can be of assistance when times are tough for Russia, that will demonstrate our interest in this partnership when we help.
 ",,,Doesn't the United States have to come up with more money to actually have the missiles at the silos?,,,,,,,,156,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-raul-castro-ruz-cuba-havana-cuba,0,"
Q. My question is for President Raúl Castro. My name is Boris Fuentes. I'm from the Cuban TV. President Raúl Castro, you have repeatedly stated, and today once again, that we must learn to coexist in a civilized manner with our differences. Could you broaden this concept at this historical moment that we are living in?
And then, I have a brief question for President Obama. President Obama, could U.S. Government give more space to eliminate U.S. blockade during your mandate so that another generation of Cubans would not have to suffer this economic and commercial blockade against Cuba?","
President Castro. The first question was for me. Please repeat your question, because I couldn't hear well.
[The reporter spoke in Spanish, and his remarks were translated by an interpreter as follows.] ",,,"President Raúl Castro, you have repeatedly stated, and today once again, that we must learn to coexist in a civilized manner with our differences. Could you broaden this concept at this historical moment that we are living in?",,,,,,,,157,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-raul-castro-ruz-cuba-havana-cuba,1,"
Q. My question is for President Raúl Castro. My name is Boris Fuentes. I'm from the Cuban TV. President Raúl Castro, you have repeatedly stated, and today once again, that we must learn to coexist in a civilized manner with our differences. Could you broaden this concept at this historical moment that we are living in?
And then, I have a brief question for President Obama. President Obama, could U.S. Government give more space to eliminate U.S. blockade during your mandate so that another generation of Cubans would not have to suffer this economic and commercial blockade against Cuba?","
President Castro. The first question was for me. Please repeat your question, because I couldn't hear well.
[The reporter spoke in Spanish, and his remarks were translated by an interpreter as follows.] ",,,"President Obama, could U.S. Government give more space to eliminate U.S. blockade during your mandate so that another generation of Cubans would not have to suffer this economic and commercial blockade against Cuba?",,,,,,,,158,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-sauli-niinisto-finland,0,"
Q. Can I have a follow-up, as he had also? So if the situation in the Baltic were to escalate, what would the U.S. be ready to do in that unfortunate circumstances? Thanks.","
President Trump. Well, we are very protective of that region. That's all I can say. We are very, very protective. We have great friends there, great relationships there. We are extremely protective. Okay? Thank you. ",,,"Can I have a follow-up, as he had also?",,,,,,,,159,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-sauli-niinisto-finland,1,"
Q. Can I have a follow-up, as he had also? So if the situation in the Baltic were to escalate, what would the U.S. be ready to do in that unfortunate circumstances? Thanks.","
President Trump. Well, we are very protective of that region. That's all I can say. We are very, very protective. We have great friends there, great relationships there. We are extremely protective. Okay? Thank you. ",,,"If the situation in the Baltic were to escalate, what would the U.S. be ready to do in that unfortunate circumstances?",,,,,,,,160,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-965,0,"
Q. All right, let me ask the other side then. What have you enjoyed most? What is the thing you're going to miss the most?","
The President. Well, there are a number of things to miss. I don't want to get into a lecture here. Let me just simply say on ""enjoyed the most"" is the economic recovery. When I came here, for almost half a century the debate on the Hill, in the Congress, had always been between more big spending programs, more power for the Federal Government, more intervention in private affairs by the Federal Government, as against those who were preaching less. Well, now, today—and for a long time, the very question that was asked here about the deficit—the argument on the Hill today is not more spending; the argument is how best can we reduce the deficit. ",,,What have you enjoyed most?,,,,,,,,161,,
,,,https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-965,1,"
Q. All right, let me ask the other side then. What have you enjoyed most? What is the thing you're going to miss the most?","
The President. Well, there are a number of things to miss. I don't want to get into a lecture here. Let me just simply say on ""enjoyed the most"" is the economic recovery. When I came here, for almost half a century the debate on the Hill, in the Congress, had always been between more big spending programs, more power for the Federal Government, more intervention in private affairs by the Federal Government, as against those who were preaching less. Well, now, today—and for a long time, the very question that was asked here about the deficit—the argument on the Hill today is not more spending; the argument is how best can we reduce the deficit. ",,,What is the thing you're going to miss the most?,,,,,,,,162,,
